COLONY,LOCATION,"LATITUDE GPS POSITION (Garmin GPS 60, accurracy approx 20 ft)","LONGITUDE GPS POSITION (Garmin GPS 60, accurracy approx 20 ft)"
Gentoo,North Point,-60.674487,-45.6211205
