lab_ID,field_ID,host_species,age,sampling_date,location,location_notes,lat,long,test_date,sample_ABS,neg_ctrl,S_N_ratio,result,replicate
CO-108,2007-28571,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.23057,0.99258,0.23229,Pos,1
CO-109,1987-22393,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.27258,0.99258,0.27462,Pos,1
CO-110,1987-07758,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,0.31811,1.22251,0.26021,Pos,1
CO-111,1987-22091,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,0.20918,1.22251,0.17111,Pos,1
CO-112,1347-83398,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,0.61806,1.22251,0.50557,Neg,1
CO-113,1767-24275,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,0.0987,1.22251,0.08074,Pos,1
CO-114,2007-28584,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,1.09568,1.22251,0.89625,Neg,1
CO-115,1987-00366,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,0.10408,1.22251,0.08514,Pos,1
CO-116,1987-22419,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,0.35307,1.22251,0.28881,Pos,1
CO-117,2007-28657,Black Brant,AHY,7/31/2015,Colville River Delta,,70.4,-150.5,9/24/2015,1.10857,1.22251,0.90679,Neg,1
CO-203,1987-09895,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.08886,1.18218,0.07517,Pos,1
CO-204,2007-29445,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.00669,1.18218,0.85155,Neg,1
CO-205,2007-29483,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.7209,1.18218,0.6098,Neg,1
CO-206,2007-29477,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.06137,1.18218,0.8978,Neg,1
CO-207,2007-04390,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,11/3/2016,1.10258,1.37974,0.79912,Neg,1
CO-212,2007-04364,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.12536,1.18218,0.10604,Pos,1
CO-213,2007-29513,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.89365,1.18218,0.75593,Neg,1
CO-214,1987-22769,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.29061,1.18218,0.24582,Pos,1
CO-215,2007-29479,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.78662,1.08287,0.72642,Neg,1
CO-216,2007-29486,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.18655,1.18218,0.1578,Pos,1
CO-218,2007-29237,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.8637,1.18218,0.7306,Neg,1
CO-222,1987-11217,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.94946,1.18218,0.80314,Neg,1
CO-223,2007-29499,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.9756,1.08287,0.90094,Neg,1
CO-224,2007-29490,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.78814,1.18218,0.66668,Neg,1
CO-225,2007-04469,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.08659,1.08287,0.07996,Pos,1
CO-227,1987-28631,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.73149,1.18218,0.61876,Neg,1
CO-229,1987-21580,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.13723,1.08287,0.12673,Pos,1
CO-231,1987-08330,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.01453,1.18218,0.85818,Neg,1
CO-232,1987-00401,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.96631,1.18218,0.8174,Neg,1
CO-233,1987-20466,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.14203,1.18218,0.12014,Pos,1
CO-234,2007-29541,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.66177,1.18218,0.55979,Neg,1
CO-236,2007-29235,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.09653,1.18218,0.08165,Pos,1
CO-239,1767-06961,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,1.09484,1.08287,1.01105,Neg,1
CO-240,2007-29239,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.11061,1.18218,0.93946,Neg,1
CO-241,1987-13148,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.22968,1.18218,0.19429,Pos,1
CO-242,2007-29238,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.8268,1.08287,0.76352,Neg,1
CO-243,2007-29532,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.11313,1.18218,0.09569,Pos,1
CO-245,2007-29465,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.13433,1.18218,0.95952,Neg,1
CO-246,2007-29244,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.228,1.08287,0.21055,Pos,1
CO-249,2007-29476,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.12833,1.18218,0.10856,Pos,1
CO-250,2007-29441,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.89896,1.18218,0.76042,Neg,1
CO-251,2007-29450,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.89111,1.18218,0.75379,Neg,1
CO-252,2007-29529,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.09161,1.18218,0.92338,Neg,1
CO-253,1987-08062,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.35244,1.08287,0.32546,Pos,1
CO-254,2007-29300,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.93674,1.18218,0.79238,Neg,1
CO-258,2007-29521,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.22996,1.18218,0.19453,Pos,1
CO-259,2007-29527,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.16056,1.18218,0.13582,Pos,1
CO-260,2007-29487,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.25671,1.18218,0.21715,Pos,1
CO-261,2007-29455,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.10968,1.18218,0.93867,Neg,1
CO-262,2007-29290,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.15505,1.08287,0.14318,Pos,1
CO-263,1987-20416,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.0304,1.18218,0.87161,Neg,1
CO-264,2007-29484,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.01466,1.18218,0.85829,Neg,1
CO-267,1987-21986,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.11316,1.18218,0.09573,Pos,1
CO-268,2007-29528,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.77398,1.18218,0.6547,Neg,1
CO-269,2007-29447,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.10582,1.18218,0.08951,Pos,1
CO-270,1987-00410,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.10466,1.18218,0.08853,Pos,1
CO-271,2007-29497,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,1.06317,1.18218,0.89933,Neg,1
CO-272,1987-00442,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.35922,1.18218,0.30386,Pos,1
CO-274,2007-29430,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.16388,1.18218,0.13862,Pos,1
CO-276,1987-22821,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.29517,1.18218,0.24968,Pos,1
CO-278,1987-11495,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.09673,1.18218,0.08182,Pos,1
CO-279,2007-29462,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/12/2016,0.72727,1.08287,0.67162,Neg,1
CO-280,2007-29547,Black Brant,ASY,7/31/2016,Colville River Delta,,70.4,-150.5,8/13/2016,0.15628,1.18218,0.1322,Pos,1
CN-470,1997-19418,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.51331,1.12256,0.45727,Pos,1
CN-475,1997-19468,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.24891,1.12256,0.22173,Pos,1
CN-476,1997-19466,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.72183,1.12256,0.64303,Neg,1
CN-478,1997-19470,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.36825,1.12256,0.32805,Pos,1
CN-479,1997-19469,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.92064,1.12256,0.82013,Neg,1
CN-480,1997-19472,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.89864,1.12256,0.80053,Neg,1
CN-481,1997-19471,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.16571,1.12256,0.14762,Pos,1
CN-482,1997-19473,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.32488,1.12256,0.28941,Pos,1
CN-483,1997-19475,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.7159,1.12256,0.63774,Neg,1
CN-484,1997-19476,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.19249,1.12256,0.17147,Pos,1
CN-485,1997-19474,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.21523,1.12256,0.19173,Pos,1
CN-486,1997-19477,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.6511,-155.3145,7/23/2015,0.36369,1.12256,0.32399,Pos,1
CN-520,2017-22812,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.89948,1.12256,0.80128,Neg,1
CN-521,1997-19410,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.64265,1.12256,0.57248,Neg,1
CN-522,2017-22811,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.63567,1.12256,0.56627,Neg,1
CN-523,2017-22814,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.19726,1.12256,0.17573,Pos,1
CN-524,2017-22813,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.90544,1.12256,0.80659,Neg,1
CN-525,2017-22817,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.78793,1.12256,0.7019,Neg,1
CN-526,2017-22816,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.5318,1.12256,0.47374,Pos,1
CN-527,2017-22818,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.18104,1.12256,0.16127,Pos,1
CN-528,2017-22815,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.48231,1.12256,0.42965,Pos,1
CN-529,2017-22819,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.37173,1.12256,0.33114,Pos,1
CN-530,2017-22820,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.77213,1.12256,0.68783,Neg,1
CN-531,2017-22821,Greater White-fronted Goose,ASY,8/6/2014,Chipp River,Chipp North,70.745,-155.4573,7/23/2015,0.22731,1.12256,0.20249,Pos,1
CS-362,1997-11907,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.426,-155.3442,7/23/2015,0.69355,1.12256,0.61783,Neg,1
CS-367,1997-19218,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.426,-155.3442,7/23/2015,0.22843,1.12256,0.20349,Pos,1
CS-370,1997-19221,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.426,-155.3442,7/23/2015,0.44122,1.12256,0.39305,Pos,1
CS-373,1997-19224,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.426,-155.3442,7/23/2015,1.1076,1.12256,0.98668,Neg,1
CS-375,1997-19226,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.426,-155.3442,7/23/2015,0.8424,1.12256,0.75043,Neg,1
CS-388,1997-19122,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.452,-155.1818,7/23/2015,0.36938,1.12256,0.32905,Pos,1
CS-389,1997-19238,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.452,-155.1818,7/23/2015,0.56892,1.12256,0.50681,Neg,1
CS-390,1997-19239,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.452,-155.1818,7/23/2015,0.62647,1.12256,0.55807,Neg,1
CS-391,1997-19240,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.452,-155.1818,7/23/2015,0.10208,1.12256,0.09094,Pos,1
CS-392,1997-19241,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.452,-155.1818,7/23/2015,0.8471,1.12256,0.75462,Neg,1
CS-393,1997-19242,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.452,-155.1818,7/23/2015,0.60946,1.12256,0.54292,Neg,1
CS-414,1997-19266,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.59617,1.12256,0.53108,Neg,1
CS-416,1997-19265,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,1.05815,1.12256,0.94263,Neg,1
CS-417,1997-19264,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.78046,1.12256,0.69525,Neg,1
CS-418,1997-19267,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.31908,1.12256,0.28424,Pos,1
CS-419,1997-19268,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.5846,1.12256,0.52077,Neg,1
CS-420,1997-19270,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.97679,1.12256,0.87015,Neg,1
CS-421,1997-19269,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.96525,1.12256,0.85987,Neg,1
CS-422,1997-19271,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.48376,1.12256,0.43094,Pos,1
CS-423,1997-19272,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/23/2015,0.20546,1.12256,0.18303,Pos,1
CS-424,1997-19274,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/27/2015,0.87628,1.12805,0.7768,Neg,1
CS-425,1997-19275,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/27/2015,0.45874,1.12805,0.40666,Pos,1
CS-426,1997-19276,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/27/2015,0.83121,1.12805,0.73686,Neg,1
CS-427,1997-19273,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/27/2015,0.46062,1.12805,0.40833,Pos,1
CS-428,1997-19277,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/27/2015,0.61221,1.12805,0.54271,Neg,1
CS-429,1997-19278,Greater White-fronted Goose,ASY,8/5/2014,Chipp River,Chipp South,70.3304,-155.3575,7/27/2015,0.44308,1.12805,0.39278,Pos,1
LO-103,2017-22435,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8753,-153.3279,7/27/2015,0.40249,1.12805,0.3568,Pos,1
LO-104,2017-16001,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8753,-153.3279,7/27/2015,0.172,1.12805,0.15248,Pos,1
LO-132,2017-16493,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8825,-153.3085,7/27/2015,0.75671,1.12805,0.67081,Neg,1
LO-133,2017-18025,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8825,-153.3085,7/27/2015,0.44446,1.12805,0.39401,Pos,1
LO-134,2017-18028,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8753,-153.3279,7/27/2015,0.28472,1.12805,0.2524,Pos,1
LO-141,2017-22876,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.82816,1.12805,0.73415,Neg,1
LO-155,2017-22883,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.70129,1.12805,0.62168,Neg,1
LO-156,2017-18744,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.76319,1.12805,0.67656,Neg,1
LO-157,2017-22884,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.68645,1.12805,0.60853,Neg,1
LO-158,2017-22886,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.47944,1.12805,0.42501,Pos,1
LO-159,2017-22885,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.59015,1.12805,0.52316,Neg,1
LO-160,2017-22875,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8953,-153.2719,7/27/2015,0.75327,1.12805,0.66776,Neg,1
LO-188,,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8727,-153.3819,7/27/2015,0.1334,1.12805,0.11826,Pos,1
LO-198,,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8727,-153.3819,7/27/2015,0.41495,1.12805,0.36785,Pos,1
LO-233,2017-21445,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8727,-153.3819,7/27/2015,0.75684,1.12805,0.67093,Neg,1
LO-245,2017-21397,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8727,-153.3819,7/27/2015,0.72222,1.12805,0.64023,Neg,1
LO-508,2017-18634,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8727,-153.3819,7/27/2015,0.70686,1.12805,0.62662,Neg,1
LO-567,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.8413,-152.8696,7/27/2015,0.97256,1.12805,0.86216,Neg,1
LO-574,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.8139,-152.8675,7/27/2015,0.87193,1.12805,0.77295,Neg,1
LO-575,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.8139,-152.8675,7/27/2015,0.26563,1.12805,0.23548,Pos,1
LO-579,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.8743,-153.701,7/27/2015,0.21885,1.12805,0.194,Pos,1
LO-580,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.8743,-153.701,7/27/2015,0.37707,1.12805,0.33427,Pos,1
LO-586,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.8743,-153.701,7/27/2015,0.9825,1.12805,0.87097,Neg,1
LO-591,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.9178,-153.1836,7/27/2015,0.82004,1.12805,0.72695,Neg,1
LO-592,,Greater White-fronted Goose,ASY,8/8/2014,Lonely,,70.9178,-153.1836,7/27/2015,0.83822,1.12805,0.74307,Neg,1
LO-597,2017-22456,Greater White-fronted Goose,ASY,8/9/2014,Lonely,,70.8632,-153.2304,7/27/2015,0.26388,1.12805,0.23392,Pos,1
CO-001,1587-50366,Lesser Snow Goose,AHY,6/29/2014,Colville River Delta,,70.4488,-150.7023,7/23/2015,0.76598,1.12256,0.68235,Neg,1
CO-002,1937-13357,Lesser Snow Goose,AHY,6/25/2014,Colville River Delta,,70.4287,-150.3504,7/23/2015,0.64539,1.12256,0.57493,Neg,1
CO-003,1937-26526,Lesser Snow Goose,AHY,6/27/2014,Colville River Delta,,70.4495,-150.7184,7/23/2015,0.16203,1.12256,0.14434,Pos,1
CO-004,1937-26650,Lesser Snow Goose,AHY,6/28/2014,Colville River Delta,,70.4417,-150.6643,7/23/2015,0.49195,1.12256,0.43824,Pos,1
CO-013,2097-01259,Lesser Snow Goose,AHY,6/26/2014,Colville River Delta,,70.4302,-150.6411,7/23/2015,0.16685,1.12256,0.14863,Pos,1
CO-014,2097-03590,Lesser Snow Goose,AHY,6/27/2014,Colville River Delta,,70.4685,-150.7275,7/23/2015,0.20089,1.12256,0.17896,Pos,1
CO-015,2097-65705,Lesser Snow Goose,AHY,6/29/2014,Colville River Delta,,70.4434,-150.6641,7/23/2015,0.24652,1.12256,0.2196,Pos,1
CO-016,2097-65706,Lesser Snow Goose,AHY,6/25/2014,Colville River Delta,,70.4331,-150.6408,7/23/2015,0.10297,1.12256,0.09173,Pos,1
CO-017,2097-65709,Lesser Snow Goose,AHY,6/25/2014,Colville River Delta,,70.4106,-150.4061,7/23/2015,0.3183,1.12256,0.28355,Pos,1
CO-018,2097-74577,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.63685,0.99258,0.64161,Neg,1
CO-019,2097-74589,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.09711,0.99258,0.09784,Pos,1
CO-020,2097-74591,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.72073,0.99258,0.72611,Neg,1
CO-021,2097-74596,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.74824,0.99258,0.75383,Neg,1
CO-022,1587-50397,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.76516,0.99258,0.77088,Neg,1
CO-023,2097-70094,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.76022,0.99258,0.7659,Neg,1
CO-024,2097-74598,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.74786,0.99258,0.75345,Neg,1
CO-025,2097-70014,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.22804,0.99258,0.22974,Pos,1
CO-026,2097-03509,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.20646,0.99258,0.20801,Pos,1
CO-027,2097-74602,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.54908,0.99258,0.55318,Neg,1
CO-028,2097-74604,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.56801,0.99258,0.57225,Neg,1
CO-029,2097-70264,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.50379,0.99258,0.50755,Neg,1
CO-030,2197-00500,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.46803,0.99258,0.47152,Pos,1
CO-031,1937-26526,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.27444,0.99258,0.27649,Pos,1
CO-032,2097-74603,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.62609,0.99258,0.63077,Neg,1
CO-033,2097-74606,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.75936,0.99258,0.76504,Neg,1
CO-034,2097-74605,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.32431,0.99258,0.32673,Pos,1
CO-035,2097-74607,Lesser Snow Goose,AHY,7/30/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.20172,0.99258,0.20323,Pos,1
CO-036,2097-74614,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.59611,0.99258,0.60056,Neg,1
CO-037,2097-65825,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.36886,0.99258,0.37161,Pos,1
CO-038,2097-09581,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.39493,0.99258,0.39788,Pos,1
CO-039,2097-74622,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.45802,0.99258,0.46145,Pos,1
CO-040,2097-65283,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.17533,0.99258,0.17664,Pos,1
CO-041,2097-74628,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.64489,0.99258,0.64971,Neg,1
CO-042,2097-74712,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.42685,0.99258,0.43004,Pos,1
CO-043,2097-74714,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.84506,0.99258,0.85138,Neg,1
CO-044,2097-74638,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.23059,0.99258,0.23231,Pos,1
CO-045,2097-09920,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.466,0.99258,0.46949,Pos,1
CO-046,2097-74718,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.68971,0.99258,0.69486,Neg,1
