lab_ID,field_ID,host_species,age,sampling_date,location,location_notes,lat,long,test_date,sample_ABS,neg_ctrl,S_N_ratio,result,replicate
CO-047,2097-74645,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.11258,0.99258,0.11342,Pos,1
CO-048,2097-74647,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.485,0.99258,0.48863,Pos,1
CO-049,2097-55527,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.55699,0.99258,0.56115,Neg,1
CO-050,2097-74729,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.57047,0.99258,0.57473,Neg,1
CO-051,2097-65764,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.41999,0.99258,0.42313,Pos,1
CO-052,2097-74656,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.25288,0.99258,0.25477,Pos,1
CO-053,2097-74737,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.48665,0.99258,0.49028,Pos,1
CO-054,2097-74664,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.19149,0.99258,0.19292,Pos,1
CO-055,2097-74667,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.1175,0.99258,0.11838,Pos,1
CO-056,2097-74746,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.53907,0.99258,0.5431,Neg,1
CO-057,2097-65537,Lesser Snow Goose,AHY,8/1/2015,Colville River Delta,,70.4,-150.5,9/23/2015,0.30056,0.99258,0.3028,Pos,1
